registry_id	alias	use_type
model:monotone-homogeneity	monotone homogeneity model (MHM)	Model
model:monotone-homogeneity	Monotone homogeneity model (MHM), polytomous	Model
model:mult11	multiplicative eleven-coefficient model (MULT11)	Model
model:mult8	hybrid multiplicative eight-coefficient model (MULT8) with intercept, random effects and correction for heteroskedasticity	Model
model:mult9	multiplicative nine-coefficient model (MULT9)	Model
model:multilevel-meta-regression	Multi-level meta-regression	Model
model:multilevel-meta-regression-reml	multi-level meta-regression using the restricted maximum likelihood method	Model
model:multinomial-logistic-regression	Multinomial logistic regression analysis stratified by country	Model
model:multinomial-logistic-regression-by-domain	five multinomial logistic regression models, one by each domain	Model
model:multiple-linear-regression	multiple linear regression analyses	Model
model:multiple-linear-regression	multiple linear regression analysis	Model
model:multiple-linear-regression	multiple linear regression analysis with the EQ VAS as the dependent variable	Model
model:multiple-linear-regression	Multiple linear regression model for EQ VAS	Model
model:multiple-linear-regression	Multiple linear regression model for EQ-5D-5L LSS	Model
model:multiple-linear-regression	multiple regression analysis with the VAS as dependent variable and dummy variables representing the different levels of the dimensions	Model
model:multiple-linear-regression	Regression Analysis of the VAS score	Model
model:multivariable-censored-linear-regression	Multivariable censored linear regression model adjusted for severity of health states	Model
model:multivariable-ordered-logit	Multivariable ordered logit models	Model
model:multivariate-linear-regression	Multivariate linear regression	Model
model:nonlinear-power-mapping	Non-linear mapping (power without constant)	Model
model:nonlinear-power-mapping	power mapping	Model
model:nonlinear-power-mapping	power mapping (no constant)	Model
model:ordinal-logit	Ordered logistic regression	Model
model:ordinal-logit	Ordered logistic regression models (EQ-5D-5L dimensions as dependent variables)	Model
model:ordinal-logit	Ordered logistic regression of individual EQ-5D-5L domain responses	Model
model:ordinal-logit	ordinal logistic models	Model
model:ordinal-logit	Ordinal logistic regression	Model
model:ordinal-logit	Ordinal logistic regression model	Model
model:ordinal-logit	Ordinal logistic regression models	Model
model:ordinal-logit	Separate ordinal logistic regression models for each of the four EQ-HWB physical pain and discomfort items	Model
model:ordinary-least-squares-regression	multivariable ordinary least squares (OLS) models	Model
model:ordinary-least-squares-regression	OLS regression	Model
model:ordinary-least-squares-regression	ordinary least square (OLS)	Model
model:ordinary-least-squares-regression	ordinary least square (OLS) model	Model
model:ordinary-least-squares-regression	Ordinary least square (OLS) regression	Model
model:ordinary-least-squares-regression	Ordinary least square (OLS) regression with robust standard errors	Model
model:ordinary-least-squares-regression	ordinary least squares	Model
model:ordinary-least-squares-regression	Ordinary least squares (OLS) regression models	Model
model:ordinary-least-squares-regression	ordinary least squares regression model for the modified Kakwani index decomposition	Model
model:panel-random-effects-regression	Panel random effects (variable time) regression model	Model
model:partial-proportional-odds	Partial proportional odds model (generalized ordered logit)	Model
model:probit-choice	probit model (DCE)	Model
model:qaly-model	general QALY model	Model
model:qaly-model	general QALY model (with linear QALY model special case)	Model
model:qaly-model	QALY model, QALY = v(Q)*w(T)	Model
model:random-effects-meta-analysis-logit-proportions	Random effects model for pooled proportions (logit transformation)	Model
model:random-effects-multinomial-logistic	Random effects multinomial logistic models	Model
model:random-forest	Random Forest (RF)	Model
model:random-intercept	random intercept model	Model
model:random-intercept	random intercept model (cTTO)	Model
model:random-intercept	Random intercept model for cTTO data	Model
model:random-intercept	random-effects intercept model	Model
model:random-intercept-gls	generalized least squares (GLS) random intercept model	Model
model:random-intercept-gls	random effect generalized least squares (homoscedasticity assumption)	Model
model:random-intercept-tobit	Panel Tobit model (random intercepts, C-TTO)	Model
model:random-intercept-tobit	random intercept Tobit model (cTTO)	Model
model:random-intercept-tobit	Random intercept tobit model, with censoring at −1, for cTTO data	Model
model:random-intercept-tobit	random left-censored intercept Tobit model	Model
model:random-intercept-tobit	random-effects Tobit model	Model
model:random-utility	Random utility model (RUM)	Model
model:restricted-cubic-spline	Restricted cubic spline (RCS) model	Model
model:support-vector-machine	Support Vector Machine (SVM)	Model
model:tobit	Tobit	Model
model:tobit	Tobit model (C-TTO)	Model
model:tobit	Tobit model censored at −1 for cTTO data (Model 1)	Model
model:tobit	Tobit model for c-TTO data	Model
model:tobit	Tobit model for cTTO data censored at -1	Model
model:tobit	tobit modelling	Model
model:tobit	Tobit models	Model
model:tobit	Tobit regression	Model
model:tobit	Tobit regression censored at -1	Model
model:tobit-gls	Tobit-GLS regression censored at -1	Model
model:truncated-multiple-regression	Truncated multiple regression models	Model
model:two-level-random-intercept	two-level random intercept model	Model
model:two-way-mixed-effects-absolute-agreement	2-way mixed-effects model (single instrument, absolute agreement)	Model
model:two-way-mixed-effects-absolute-agreement	two-way mixed-effects model for the intraclass correlation coefficient (ICC), based on absolute agreement	Model
model:two-way-mixed-effects-absolute-agreement	Two-way mixed-effects model, absolute intraclass correlation coefficient (ICC)	Model
model:univariate-censored-linear-regression	Univariate censored linear regression models adjusted for severity of health states	Model
model:univariate-linear-regression	Univariate linear regression	Model
model:univariate-linear-regression	univariate linear regression analysis	Model
model:van-hout-shaw-3l-to-5l-mapping	algorithm developed by van Hout and Shaw (mapping EQ-5D-3L to EQ-5D-5L)	Model
model:xgboost	eXtreme Gradient Boosting (XGBoost)	Model
model:zermelo-bradley-terry	Zermelo–Bradley–Terry (ZBT) model	Model
model:zermelo-bradley-terry-exponential	Zermelo-Bradley-Terry model with an exponential function	Model
model:zermelo-bradley-terry-hyperbolic	Zermelo-Bradley-Terry model with a hyperbolic function	Model
model:zermelo-bradley-terry-power	Zermelo-Bradley-Terry model with a power function	Model
product:abjhi-individualized-tka-decision-aid	Online individualized patient decision aid for total knee arthroplasty (ABJHI)	Product
product:abjhi-individualized-tka-decision-aid-revised	Individualized online patient decision aid for total knee arthroplasty (with summary report), previously developed and described elsewhere	Product
product:carerqol-7d-au-2017	CarerQol Australian tariff	Scoring
product:carerqol-7d-au-2017	CarerQol tariff for Australia	Scoring
product:chu9d-au-adolescent-2012	CHU9D scoring algorithm based on preferences from Australian adolescents	Scoring
product:chu9d-au-adolescent-2016	CHU9D adolescent-specific scoring algorithm (Ratcliffe et al. 2016) [26]	Scoring
product:chu9d-gb-adult-2012	CHU9D UK adult weights	Scoring
product:eq-5d-3l-au	Australian (EQ-5D-3L) value set	Product
product:eq-5d-3l-be	Belgian EQ-5D-3L value set (social preference valuation set for EQ-5D health states in Flanders, Belgium)	Product
product:eq-5d-3l-be	Belgian EQ-5D-3L value set (social preference valuation set for EQ-5D health states in Flanders, Belgium)	Scoring
product:eq-5d-3l-ca	Canada — 3L	Product
product:eq-5d-3l-ca	Canada EQ-5D-3L value set	Product
product:eq-5d-3l-ca	EQ-5D-3L value set for Canada	Product
product:eq-5d-3l-ca	Canada — 3L	Scoring
product:eq-5d-3l-ca	Canada EQ-5D-3L value set	Scoring
product:eq-5d-3l-ca	Canadian EQ-5D-3L time-trade-off (TTO) scoring model (Canadian TTO value set, Bansback et al.)	Scoring
product:eq-5d-3l-ca	EQ-5D-3L value set for Canada	Scoring
product:eq-5d-3l-cn	China — 3L	Product
product:eq-5d-3l-cn	China EQ-5D-3L value set	Product
product:eq-5d-3l-cn	EQ-5D-3L value set for China	Product
product:eq-5d-3l-cn	EuroQol suggested Chinese value set for the 3L (Chinese time trade-off values for EQ-5D health states)	Product
product:eq-5d-3l-cn	published EQ-5D-3L value set of China	Product
product:eq-5d-3l-cn	China — 3L	Scoring
product:eq-5d-3l-cn	China EQ-5D-3L value set	Scoring
product:eq-5d-3l-cn	EQ-5D-3L value set for China	Scoring
product:eq-5d-3l-cn	EuroQol suggested Chinese value set for the 3L (Chinese time trade-off values for EQ-5D health states)	Scoring
product:eq-5d-3l-de	German EQ-5D-3L value set (TTO-based, Greiner et al. 2005)	Product
