product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
Pa16e93037409:prod1,Pa16e93037409:s1,doi:10.1007/s40271-024-00708-4,10.1007/s40271-024-00708-4,2024,Design recommendations for kaizen discrete choice experiments,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Recommendations developed and reported,Recommendations developed and reported,,,,0
Pa21ee67d8393:PR1,Pa21ee67d8393:S1,doi:10.1007/s11136-015-1205-2,10.1007/s11136-015-1205-2,2016,South Korean EQ-5D-5L value set (predicted weights for all 3125 health states),VALUE_SET,,,,,,1
Pa284d25178ed:PR_EVS,Pa284d25178ed:S1,doi:10.1016/j.jval.2018.08.012,10.1016/j.jval.2018.08.012,2018,EQ-5D-5L value set for England,VALUE_SET,,,,,,1
Pa284d25178ed:PR_MVS,Pa284d25178ed:S1,doi:10.1016/j.jval.2018.08.012,10.1016/j.jval.2018.08.012,2018,United Kingdom EQ-5D-5L crosswalk value set,VALUE_SET,,,,,,1
Pa2b8960609e8:PD1,Pa2b8960609e8:S1,doi:10.1371/journal.pone.0197098,10.1371/journal.pone.0197098,2018,"Indonesian adult general population norms for the EQ-5D-5L (profiles, EQ VAS, index) and WHOQOL-BREF, stratified by socio-demographic characteristics",POPULATION_REFERENCE_DATA,,,,,,0
Pa327f5f43609:PR1,Pa327f5f43609:S1,doi:10.1016/j.vhri.2022.03.004,10.1016/j.vhri.2022.03.004,2022,First version of the Brazilian guidelines for utility measurement to support economic analysis (50 consensus recommendations across 11 topics),IMPLEMENTATION_GUIDANCE,"DEPLOYMENT:Not mandatory; intended as guidance for health technology assessment submissions in the Brazilian public and private health sectors | DEVELOPMENT:First version, described as a live document open to broad discussion","First version, described as a live document open to broad discussion",,Not mandatory; intended as guidance for health technology assessment submissions in the Brazilian public and private health sectors,,0
Pa327f5f43609:PR2,Pa327f5f43609:S1,doi:10.1016/j.vhri.2022.03.004,10.1016/j.vhri.2022.03.004,2022,"Proposed hierarchy for utility parameters in Brazil (categories A to F, from Brazilian social preferences to expert judgment)",TAXONOMY_OR_FRAMEWORK,,,,,,0
Pa40882b646f3:product_alt_valueset,Pa40882b646f3:study_main,doi:10.1007/s10198-023-01642-2,10.1007/s10198-023-01642-2,2024,IR-GLS alternative-lead-time EQ-5D-5L value set,VALUE_SET,"VALIDATION:Exploratory; the authors describe the highly negative, skewed utilities as immature for economic evaluation and state that rescaling or improved elicitation is needed.",,"Exploratory; the authors describe the highly negative, skewed utilities as immature for economic evaluation and state that rescaling or improved elicitation is needed.",,,1
Pa40882b646f3:product_guide,Pa40882b646f3:study_main,doi:10.1007/s10198-023-01642-2,10.1007/s10198-023-01642-2,2024,Step-by-step guide for preparing EQ-5D-5L cTTO WTA data for interval regression,IMPLEMENTATION_GUIDANCE,DEPLOYMENT:Available as Online Resource Annex 2 with the published article.,,,Available as Online Resource Annex 2 with the published article.,,0
Pa49227f34393:P1,Pa49227f34393:S1,doi:10.1186/s12955-023-02144-8,10.1186/s12955-023-02144-8,2023,Romanian EQ-5D-5L population norms,POPULATION_REFERENCE_DATA,DEPLOYMENT:Available as reference values | DEVELOPMENT:Developed and reported,Developed and reported,,Available as reference values,,0
Pa49227f34393:P2,Pa49227f34393:S1,doi:10.1186/s12955-023-02144-8,10.1186/s12955-023-02144-8,2023,Romanian EQ-5D-3L population norms,POPULATION_REFERENCE_DATA,DEPLOYMENT:Available as reference values | DEVELOPMENT:Developed and reported,Developed and reported,,Available as reference values,,0
Pa49227f34393:P3,Pa49227f34393:S1,doi:10.1186/s12955-023-02144-8,10.1186/s12955-023-02144-8,2023,Romanian EQ VAS population norms,POPULATION_REFERENCE_DATA,DEPLOYMENT:Available as reference values | DEVELOPMENT:Developed and reported,Developed and reported,,Available as reference values,,0
Pa66cf984df8e:product_one_pager,Pa66cf984df8e:study_cep_experience,doi:10.1186/s41687-021-00356-4,10.1186/s41687-021-00356-4,2021,REDCap-generated clinical one-pager,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Generated for every patient at every visit and shown to clinicians to support clinical decisions,,,Generated for every patient at every visit and shown to clinicians to support clinical decisions,,0
Pa6c33007eeb2:product_taxonomy,Pa6c33007eeb2:study_main,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1,2025,Taxonomy and response framework for HRQoL value-set obsolescence,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Developed and presented as a tentative taxonomy and tool for contextual assessment and response selection.,Developed and presented as a tentative taxonomy and tool for contextual assessment and response selection.,,,,0
Pa76ea6cc7305:prod_protocol,Pa76ea6cc7305:study1,doi:10.1136/bmjopen-2024-091097,10.1136/bmjopen-2024-091097,2025,Dual-DCE health valuation protocol,PROTOCOL,"DEVELOPMENT:Protocol specified; wave 1 survey instrument, experimental design, and analysis plan are provided, while wave 2 materials remain adaptive","Protocol specified; wave 1 survey instrument, experimental design, and analysis plan are provided, while wave 2 materials remain adaptive",,,,0
Pa76ea6cc7305:prod_wave1_values,Pa76ea6cc7305:study1,doi:10.1136/bmjopen-2024-091097,10.1136/bmjopen-2024-091097,2025,Planned scenario-specific US EQ-5D-5L experience-scale values,VALUE_SET,DEVELOPMENT:Planned; no value-set results are reported in this protocol article,Planned; no value-set results are reported in this protocol article,,,,0
Pa76ea6cc7305:prod_wave2_values,Pa76ea6cc7305:study1,doi:10.1136/bmjopen-2024-091097,10.1136/bmjopen-2024-091097,2025,Planned US QALY-scale values for EQ-5D-5L and cognition-expanded descriptive systems,VALUE_SET,DEVELOPMENT:Planned; wave 2 materials will be adapted from wave 1 evidence and no value-set results are reported,Planned; wave 2 materials will be adapted from wave 1 evidence and no value-set results are reported,,,,0
Pa8219643daef:prod_sg3,Pa8219643daef:s1,doi:10.1186/s12955-024-02290-7,10.1186/s12955-024-02290-7,2024,Singapore English EQ-5D-Y-3L,INSTRUMENT_VERSION,APPROVAL:All modifications endorsed | DEVELOPMENT:Final Singapore English version produced after expert review and child cognitive debriefing,Final Singapore English version produced after expert review and child cognitive debriefing,,,All modifications endorsed,0
Pa8219643daef:prod_sg5,Pa8219643daef:s1,doi:10.1186/s12955-024-02290-7,10.1186/s12955-024-02290-7,2024,Singapore English EQ-5D-Y-5L,INSTRUMENT_VERSION,APPROVAL:All modifications endorsed | DEVELOPMENT:Final Singapore English version produced after expert review and child cognitive debriefing,Final Singapore English version produced after expert review and child cognitive debriefing,,,All modifications endorsed,0
Pa98a67eb9024:PD1,Pa98a67eb9024:S1,doi:10.1007/s40273-022-01214-x,10.1007/s40273-022-01214-x,2022,Illustrative EQ-5D-Y-3L value set anchored by worst state rescaling (UK adult DCE data with multinational cTTO data),VALUE_SET,,,,,,0
Pa98a67eb9024:PD2,Pa98a67eb9024:S1,doi:10.1007/s40273-022-01214-x,10.1007/s40273-022-01214-x,2022,Illustrative EQ-5D-Y-3L value set anchored by linear mapping without a constant,VALUE_SET,,,,,,0
Pa98a67eb9024:PD3,Pa98a67eb9024:S1,doi:10.1007/s40273-022-01214-x,10.1007/s40273-022-01214-x,2022,Illustrative EQ-5D-Y-3L value set from a censored hybrid model of DCE and cTTO data,VALUE_SET,,,,,,0
Pa98a67eb9024:PD4,Pa98a67eb9024:S1,doi:10.1007/s40273-022-01214-x,10.1007/s40273-022-01214-x,2022,Summary of key analytical considerations when deciding upon an anchoring approach,CHECKLIST_OR_TOOL,,,,,,0
Pac2db0521f82:PR1,Pac2db0521f82:S1,doi:10.1111/j.1464-5491.2010.03136.x,10.1111/j.1464-5491.2010.03136.x,2010,"Catalogue of EQ-5D index, VAS and dimension scores for Type 2 diabetes, its complications and subgroups",POPULATION_REFERENCE_DATA,,,,,,0
Pac4f1e0ea5c5:PROD1,Pac4f1e0ea5c5:S1,doi:10.1007/s40273-023-01321-3,10.1007/s40273-023-01321-3,2023,SHEER consensus recommendations for emerging good practice on incorporating family and caregiver health spillovers in cost-effectiveness and cost-utility analysis,IMPLEMENTATION_GUIDANCE,"DEVELOPMENT:Initial guidelines for emerging good practice, to be viewed as an initial roadmap rather than a strict checklist","Initial guidelines for emerging good practice, to be viewed as an initial roadmap rather than a strict checklist",,,,0
Pac4f1e0ea5c5:PROD2,Pac4f1e0ea5c5:S1,doi:10.1007/s40273-023-01321-3,10.1007/s40273-023-01321-3,2023,SHEER spillover research agenda (12 prioritised future research recommendations),TAXONOMY_OR_FRAMEWORK,,,,,,0
Pacd42c9792da:PR1,Pacd42c9792da:S1,doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,Argentine Spanish versions of the EQ-HWB candidate items (97-item face validity pool and 64-item psychometric pool) and the resulting Argentine item recommendations,INSTRUMENT_VERSION,DEVELOPMENT:Experimental versions as defined in the Intellectual Property Policy of the EuroQol Research Foundation,Experimental versions as defined in the Intellectual Property Policy of the EuroQol Research Foundation,,,,0
Pad43dd2e8d9c:PD1,Pad43dd2e8d9c:S1,doi:10.1007/s40273-022-01192-0,10.1007/s40273-022-01192-0,2022,Netherlands EQ-5D-Y-3L value set,VALUE_SET,"DEVELOPMENT:Developed and reported in full: rescaled mixed-logit value function covering all 243 EQ-5D-Y-3L health states, values from -0.218 to 1","Developed and reported in full: rescaled mixed-logit value function covering all 243 EQ-5D-Y-3L health states, values from -0.218 to 1",,,,1
Pad6089d27a1a:PRD1,Pad6089d27a1a:STU1,doi:10.1136/bmjopen-2019-029067,10.1136/bmjopen-2019-029067,2019,Romanian EQ-5D-3L value set,VALUE_SET,DEVELOPMENT:Planned; to be estimated from cTTO data once data collection is complete,Planned; to be estimated from cTTO data once data collection is complete,,,,1
Pad6089d27a1a:PRD2,Pad6089d27a1a:STU1,doi:10.1136/bmjopen-2019-029067,10.1136/bmjopen-2019-029067,2019,Romanian EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Planned; to be estimated from combined cTTO and DCE data using a hybrid model,Planned; to be estimated from combined cTTO and DCE data using a hybrid model,,,,1
Pad6089d27a1a:PRD3,Pad6089d27a1a:STU1,doi:10.1136/bmjopen-2019-029067,10.1136/bmjopen-2019-029067,2019,"Romanian EQ-5D-3L and EQ-5D-5L population norms (utility index and EQ VAS, by age group and sex)",POPULATION_REFERENCE_DATA,DEVELOPMENT:Planned; to be reported by age group and sex,Planned; to be reported by age group and sex,,,,0
Pad6089d27a1a:PRD4,Pad6089d27a1a:STU1,doi:10.1136/bmjopen-2019-029067,10.1136/bmjopen-2019-029067,2019,Anonymised EQ-5D-5L datasets deposited in a centralised repository such as Zenodo,DATASET,DEPLOYMENT:Planned deposit in a centralised repository,,,Planned deposit in a centralised repository,,0
Padc58c5bed74:PD1,Padc58c5bed74:S1,doi:10.1016/j.jval.2022.09.2478,10.1016/j.jval.2022.09.2478,2022,"Country-specific EQ-5D-3L population norms (dimension level distributions, EQ-VAS and European-VAS index values) by 7 age groups and sex for 15 European countries, aged 50+",POPULATION_REFERENCE_DATA,,,,,,0
Pae5185ee3e27:prod_dataset,Pae5185ee3e27:study_eqd_qc,doi:10.1007/s11136-025-04074-y,10.1007/s11136-025-04074-y,2025,EQ-DAPHNIE pilot and 15-country dataset,DATASET,DEPLOYMENT:Data are available from the EuroQol Group with restrictions; current access is for EuroQol Group members or collaboration with members | VALIDATION:Quality-control evaluation completed; authors characterize the data as generally high quality while noting country variation,,Quality-control evaluation completed; authors characterize the data as generally high quality while noting country variation,Data are available from the EuroQol Group with restrictions; current access is for EuroQol Group members or collaboration with members,,0
Pae84a6222e55:PR1,Pae84a6222e55:S1,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344,2018,Taiwan EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:First EQ-5D-5L value set for Taiwan developed and recommended for use in cost-utility analysis and health technology assessment,First EQ-5D-5L value set for Taiwan developed and recommended for use in cost-utility analysis and health technology assessment,,,,1
Pb0a136d1be8e:PROD1,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,Italian EQ-5D-5L population norms,POPULATION_REFERENCE_DATA,DEVELOPMENT:Completed and reported,Completed and reported,,,,0
Pb13d63d69461:PR1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,Portuguese EQ-5D-5L value set derived from a censored heteroskedastic hybrid cTTO/DCE model,VALUE_SET,DEPLOYMENT:Recommended for use in economic evaluations in Portugal and for submissions to INFARMED | DEVELOPMENT:Value set estimated and scoring syntax provided in the supplementary material,Value set estimated and scoring syntax provided in the supplementary material,,Recommended for use in economic evaluations in Portugal and for submissions to INFARMED,,1
Pb13d63d69461:PR2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,Portuguese language version of the EQ-VT valuation software and interviewer training materials,INSTRUMENT_VERSION,"VALIDATION:EQ-VT software translated, validated and adapted to Portuguese following EuroQol translation guidelines",,"EQ-VT software translated, validated and adapted to Portuguese following EuroQol translation guidelines",,,0
Pb393221cf997:PD1,Pb393221cf997:S1,doi:10.1007/s11136-017-1591-8,10.1007/s11136-017-1591-8,2017,Revised Brazilian Portuguese descriptive system of the EQ-5D-5L (PD Level 4 'fortes'; AD Level 4 'muito'),INSTRUMENT_VERSION,APPROVAL:Adopted by the version management taskforce within the EuroQol Group and made available for use in Brazilian studies,,,,Adopted by the version management taskforce within the EuroQol Group and made available for use in Brazilian studies,0
