use_id,study_id,publication_id,doi,publication_year,part_id,use_type,source_label,canonical_label,registry_id,parent_registry_id,parent_label,variant_kind,language_code,jurisdiction,version,respondent_form,context,function,analytic_role
P80071270ac1b:INS2,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Instrument,Health Utilities Index,Health Utilities Index,instrument:hui,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS_TARGET,
P80071270ac1b:INS3,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Instrument,SF-6D,SF-6D,instrument:sf-6d,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS_TARGET,
P80071270ac1b:INS4,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Instrument,15D,15D,instrument:15d,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS_TARGET,
P80071270ac1b:INS5,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Instrument,Assessment of Quality of Life,Assessment of Quality of Life,instrument:aqol,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS_TARGET,
P80071270ac1b:MET1,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,Citation tracing,Citation tracing,method:citation-tracing,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_IDENTIFICATION,
P80071270ac1b:MET2,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80071270ac1b:MET3,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,Narrative synthesis,Narrative synthesis,method:narrative-synthesis,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_SYNTHESIS,
P80071270ac1b:MET4,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,SG,SG,method:sg,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS,
P80071270ac1b:MET5,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,TTO,TTO,method:tto,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS,
P80071270ac1b:MET6,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,VAS,VAS,method:vas,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS,
P80071270ac1b:MET7,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Method,Expert opinion elicitation,Expert opinion elicitation,method:expert-opinion-elicitation,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS,
P80071270ac1b:SOF1,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Software,Microsoft Excel,Microsoft Excel,software:microsoft-excel,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_MANAGEMENT,
P80071270ac1b:SOF2,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Software,Microsoft Excel,Microsoft Excel,software:microsoft-excel,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80521ac85a71:IU1,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,CURRENT_STUDY_OBJECT,COMPARATOR,
P80521ac85a71:IU2,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,CURRENT_STUDY_OBJECT,CONTENT_TEST_OBJECT,
P80521ac85a71:MO1,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Model,Hybrid maximum likelihood model combining TTO and DCE data,Hybrid maximum likelihood model combining TTO and DCE data,model:hybrid-maximum-likelihood-model-combining-tto-and-dce-data,,,,,,,,DISCUSSION_ONLY,CHOICE_MODELING,COMPARATOR
P80521ac85a71:MU1,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Method,Time trade-off,TTO,method:tto,,,,,,,,SOURCE_STUDY_ACTIVITY,PREFERENCE_ELICITATION,
P80521ac85a71:MU2,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Method,Discrete choice experiment,DCE,method:dce,,,,,,,,SOURCE_STUDY_ACTIVITY,PREFERENCE_ELICITATION,
P80521ac85a71:MU3,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Method,EQ-5D-5L to EQ-5D-3L crosswalk,EQ-5D-5L to EQ-5D-3L crosswalk,method:eq-5d-5l-to-eq-5d-3l-crosswalk,,,,,,,,DISCUSSION_ONLY,MAPPING_OR_DERIVATION,
P80521ac85a71:PRU1,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Product,UK EQ-5D-3L value set,United Kingdom EQ-5D-3L value set,product:eq-5d-3l-gb,,,PRODUCT_VERSION,,GB,3L,,CURRENT_STUDY_OBJECT,ANALYSIS_OBJECT,
P80521ac85a71:PRU2,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Product,England EQ-5D-5L value set,England EQ-5D-5L value set,product:eq-5d-5l-england,,,PRODUCT_VERSION,,GB-ENG,5L,,CURRENT_STUDY_OBJECT,ANALYSIS_OBJECT,
P80521ac85a71:PU1,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,,Protocol,EQ-5D-5L valuation protocol (EQ-VT),EQ-5D-5L valuation protocol (EQ-VT),protocol:eq-5d-5l-valuation-protocol-eq-vt,,,,,,,,SOURCE_STUDY_ACTIVITY,VALUATION_PROTOCOL,
P80bae15dd798:Iu1,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
P80bae15dd798:Iu2,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P80bae15dd798:Mo1,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Model,Mixed logit model,Mixed logit model,model:mixed-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,COMPARATOR
P80bae15dd798:Mo2,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Model,Reference-dependent mixed logit model,Reference-dependent mixed logit model,model:reference-dependent-mixed-logit-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,PRIMARY_REPORTED
P80bae15dd798:Mu1,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Method,DCE with duration,DCE with duration,method:dce-duration,method:dce,DCE,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P80bae15dd798:Mu2,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Method,Bayesian efficient design algorithm,Bayesian efficient design algorithm,method:bayesian-efficient-design,method:dce,DCE,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,EXPERIMENTAL_DESIGN,
P80bae15dd798:Mu3,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Method,Bayesian Markov chain Monte Carlo,Bayesian Markov chain Monte Carlo,method:bayesian-mcmc,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80bae15dd798:Pu1,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,P80bae15dd798:Ppa,Protocol,Dutch national EQ-5D-5L valuation study protocol,Dutch national EQ-5D-5L valuation study protocol,protocol:dutch-national-eq-5d-5l-valuation-study-protocol,,,,,,,,SOURCE_STUDY_ACTIVITY,VALUATION_PROTOCOL,
P80bae15dd798:Su1,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Software,MATLAB,MATLAB,software:matlab,,,,,,,,DIRECT_CURRENT_ACTIVITY,EXPERIMENTAL_DESIGN,
P80bae15dd798:Su2,P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,,Software,OpenBUGS,OpenBUGS,software:openbugs,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80d13ed3ef16:IU1,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Instrument,EQ-5D-5L descriptive system,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P80d13ed3ef16:IU2,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P80d13ed3ef16:MD1,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Model,Generalized linear model,Generalized linear model,model:generalized-linear,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P80d13ed3ef16:MD2,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Model,Ordered logistic regression,Ordinal logistic model,model:ordinal-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P80d13ed3ef16:MU1,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Method,Multistage stratified cluster sampling,Multistage stratified cluster sampling,method:multistage-stratified-cluster-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
P80d13ed3ef16:MU2,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Method,Computer-assisted personal interview (CAPI),Computer-assisted personal interview,method:computer-assisted-personal-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P80d13ed3ef16:MU3,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Method,Concentration curve and concentration index analysis,Concentration curve and concentration index analysis,method:concentration-curve-and-concentration-index-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80d13ed3ef16:MU4,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Method,Level sum score calculation,Level sum score calculation,method:level-sum-score-calculation,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80d13ed3ef16:MU5,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Method,Post-stratification weighting by age and gender,Post-stratification weighting by age and gender,method:post-stratification-weighting-by-age-and-gender,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80d13ed3ef16:MU6,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Method,Weekly quality control review of survey work,Weekly quality control review of survey work,method:weekly-quality-control-review-of-survey-work,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P80d13ed3ef16:SW1,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,,Software,Stata 14,Stata 14,software:stata-14,software:stata,STATA,SOFTWARE_VERSION,,,14,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P814913fe25d1:IU1,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Instrument,"EQ-HWB 25-item version, English for Australia","EQ-HWB 25-item version, English for Australia",instrument:eq-hwb-25-en-au,instrument:eq-hwb,EQ-HWB,LANGUAGE_EDITION,en,AU,25-item,,CURRENT_STUDY_OBJECT,CONTENT_TEST_OBJECT,
P814913fe25d1:IU2,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Instrument,"EQ-HWB 25-item version, English for Australia","EQ-HWB 25-item version, English for Australia",instrument:eq-hwb-25-en-au,instrument:eq-hwb,EQ-HWB,LANGUAGE_EDITION,en,AU,25-item,,CURRENT_STUDY_OBJECT,DEVELOPMENT_OBJECT,
P814913fe25d1:IU3,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,CURRENT_STUDY_OBJECT,CONTENT_TEST_OBJECT,
P814913fe25d1:IU4,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,CURRENT_STUDY_OBJECT,DEVELOPMENT_OBJECT,
P814913fe25d1:IU5,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Instrument,CarerQoL-7D,CarerQoL-7D,instrument:carerqol-7d,instrument:carerqol,CarerQoL,FORM_VERSION,,,7D,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P814913fe25d1:MU1,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Method,Semi-structured interview,Semi-structured interview,method:semi-structured-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_DATA_COLLECTION,
P814913fe25d1:MU2,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Method,think aloud,think aloud,method:think-aloud,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_DATA_COLLECTION,
P814913fe25d1:MU3,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Method,content analysis,content analysis,method:content-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_ANALYSIS,
P814913fe25d1:MU4,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Method,Consensus meeting,Consensus meeting,method:consensus-meeting,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P814913fe25d1:PRU1,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Protocol,COSMIN content-validity methodology,COSMIN content-validity methodology,protocol:cosmin-content-validity-methodology,protocol:cosmin-guidelines,COSMIN guidelines,PROTOCOL_VERSION,,,2018,,DIRECT_CURRENT_ACTIVITY,GOVERNING_STUDY_PROTOCOL,
P814913fe25d1:SU1,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Software,Zoom,Zoom,software:zoom,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
P814913fe25d1:SU2,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Software,Microsoft Word transcription,Microsoft Word transcription,software:microsoft-word-transcription,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_MANAGEMENT,
P814913fe25d1:SU3,P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,,Software,NVivo,NVivo,software:nvivo,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_ANALYSIS,
P819b34d2567f:iu_ctto_eq3l,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P819b34d2567f:iu_ctto_y3l_desc,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Instrument,EQ-5D-Y-3L,EQ-5D-Y-3L,instrument:eq-5d-y-3l,instrument:eq-5d-y,EQ-5D-Y,LEVEL_VERSION,,,3L,YOUTH,DIRECT_CURRENT_ACTIVITY,HEALTH_STATE_DESCRIPTION,
P819b34d2567f:iu_dce_eq3l,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P819b34d2567f:iu_dce_y3l_desc,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Instrument,EQ-5D-Y-3L,EQ-5D-Y-3L,instrument:eq-5d-y-3l,instrument:eq-5d-y,EQ-5D-Y,LEVEL_VERSION,,,3L,YOUTH,DIRECT_CURRENT_ACTIVITY,HEALTH_STATE_DESCRIPTION,
P819b34d2567f:iu_y3l_target,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Instrument,EQ-5D-Y-3L,EQ-5D-Y-3L,instrument:eq-5d-y-3l,instrument:eq-5d-y,EQ-5D-Y,LEVEL_VERSION,,,3L,YOUTH,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
P819b34d2567f:model_condlogit,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Model,Conditional logit model,Conditional logit model,model:conditional-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,CANDIDATE
P819b34d2567f:model_lca4,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Model,Latent-class model,Latent-class model,model:latent-class,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,PRIMARY_REPORTED
P819b34d2567f:model_mixlogit,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Model,Mixed logit model,Mixed logit model,model:mixed-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,CANDIDATE
P819b34d2567f:model_sixpar,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Model,Six-parameter censored cTTO model without intercept,Six-parameter censored cTTO model without intercept,model:six-parameter-censored-ctto-model-without-intercept,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
P819b34d2567f:model_tobit,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Model,Tobit model,Tobit model,model:tobit,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P819b34d2567f:mu_aic,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Method,Akaike information criterion,Akaike information criterion,method:akaike-information-criterion,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P819b34d2567f:mu_anchor,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Method,DCE-TTO rescaling,DCE-TTO rescaling,method:dce-tto-rescaling,,,,,,,,DIRECT_CURRENT_ACTIVITY,MAPPING_OR_DERIVATION,
P819b34d2567f:mu_bic,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Method,Bayesian information criterion,Bayesian information criterion,method:bayesian-information-criterion,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P819b34d2567f:mu_boot,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Method,Bootstrap resampling,Bootstrap resampling,method:bootstrap-resampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P819b34d2567f:mu_ctto,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Method,cTTO,cTTO,method:ctto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P819b34d2567f:mu_ctto_logic_qc,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Method,cTTO logical-inconsistency quality control,cTTO logical-inconsistency quality control,method:ctto-logical-inconsistency-quality-control,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P819b34d2567f:mu_ctto_time_qc,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_ctto,Method,Formal cTTO task-time quality control,Formal cTTO task-time quality control,method:formal-ctto-task-time-quality-control,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P819b34d2567f:mu_dce,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Method,DCE,DCE,method:dce,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P819b34d2567f:mu_lca,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,P819b34d2567f:part_dce,Method,Latent class analysis,Latent class analysis,method:latent-class-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P819b34d2567f:pu_youth_protocol,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Protocol,International EQ-5D-Y-3L valuation protocol,International EQ-5D-Y-3L valuation protocol,protocol:eq-5d-y-3l-international-valuation,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_PROTOCOL,
P819b34d2567f:sw_stata,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,,Software,STATA,STATA,software:stata,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P81b66c580a32:IU1,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP1,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
P81b66c580a32:MO1,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Random-intercept model,Random-intercept model,model:random-intercept,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
P81b66c580a32:MO10,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,hybrid model heteroskedastic without constant (HMH),hybrid model heteroskedastic without constant (HMH),model:hybrid-model-heteroskedastic-without-constant-hmh,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P81b66c580a32:MO2,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Random-intercept Tobit model,Random-intercept Tobit model,model:random-intercept-tobit,model:tobit,Tobit model,MODEL_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
P81b66c580a32:MO3,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Tobit model,Tobit model,model:tobit,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
P81b66c580a32:MO4,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Heteroskedastic Tobit model,Heteroskedastic Tobit model,model:heteroskedastic-tobit,model:tobit,Tobit model,MODEL_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
P81b66c580a32:MO5,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Conditional logit model,Conditional logit model,model:conditional-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,CANDIDATE
P81b66c580a32:MO6,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Probit choice model,Probit choice model,model:probit-choice,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,CANDIDATE
P81b66c580a32:MO7,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,P81b66c580a32:SP2,Model,Standard hybrid model,Standard hybrid model,model:hybrid-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
