study_id,publication_id,doi,publication_year,study_ordinal,label,primary_research_family,execution_status,source_status,purposes,countries,component_approach,temporal_structure,comparison_structure,allocation_structure,synthesis_design,mixed_method_integration,project_ids,n_parts,n_instrument_uses,n_method_uses,n_findings,n_limitations,n_products
P90c067ebcd31:S1,doi:10.1097/brs.0000000000003116,10.1097/brs.0000000000003116,2019,1,Prospective 3-month cohort comparing the responsiveness of EQ-5D-Y-5L and EQ-5D-Y-3L in Hong Kong children and adolescents with juvenile or adolescent idiopathic scoliosis,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,China,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,20170460,0,5,14,9,7,0
P90de47f7c176:S1,doi:10.1002/hec.4529,10.1002/hec.4529,2022,1,Extension and empirical test of a corrective approach for discounting and loss aversion in composite time trade-off with a Dutch general public sample,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_METHOD | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,20190080R1,0,4,18,10,7,1
P90ec2144f219:s1,doi:10.1016/j.jval.2021.04.1280,10.1016/j.jval.2021.04.1280,2021,1,New Zealand EQ-5D-5L population norms and sociodemographic associations,POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,20180470,0,3,4,6,4,1
P914ad897a853:S1,doi:10.1007/s11136-021-02997-w,10.1007/s11136-021-02997-w,2022,1,EQ-5D-5L health-related quality of life of Vietnamese breast cancer patients and survivors compared with age-matched women in the general population,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Vietnam,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20170220,0,2,12,7,5,0
P91769750d214:S1,doi:10.1007/s11482-025-10427-z,10.1007/s11482-025-10427-z,2025,1,Regional variation in US population HRQoL during COVID-19,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,140-RA,2,2,6,6,5,0
P9268624e7101:study_main,doi:10.1016/j.jval.2025.08.005,10.1016/j.jval.2025.08.005,2025,1,Hong Kong adolescent and adult preferences for EQ-5D-Y-3L health states,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,,2,5,8,8,5,0
P92f91a600840:S1,doi:10.1007/s10198-024-01710-1,10.1007/s10198-024-01710-1,2025,1,Psychometric validation of Chinese EQ-5D-Y-3L and experimental EQ-TIPS in paediatric COVID-19,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,China,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,,NOT_APPLICABLE,NOT_APPLICABLE,,1654-TVG,3,9,12,7,2,1
P92fc5748214f:S1,doi:10.3390/jcm11236925,10.3390/jcm11236925,2022,1,Cross-sectional EQ-5D-5L assessment of HRQoL in migraine,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Poland,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,,0,1,2,4,2,0
P930cba5247e3:S1,doi:10.1016/j.jval.2019.06.008,10.1016/j.jval.2019.06.008,2019,1,"Comparison of EQ-VT, orthogonal and D-efficient health-state designs for EQ-5D-5L cTTO valuation in Chinese university students",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,China,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,20170160,0,2,8,8,6,0
P93749e68c902:study_jordan_3l,doi:10.1007/s10198-024-01712-z,10.1007/s10198-024-01712-z,2024,1,Jordan EQ-5D-3L national valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | MAPPING_OR_CROSSWALK | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,,NOT_APPLICABLE,NOT_APPLICABLE,,60-VS,3,6,11,8,4,2
P93a1bfc82d78:S1,doi:10.1016/j.jval.2015.11.005,10.1016/j.jval.2015.11.005,2016,1,Six-arm UK general population EQ-5D-5L valuation experiment testing dimension order effects on TTO and DCE values,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_METHOD,RANDOMIZED,,,2014010,0,3,8,6,4,0
P93e1182a04b7:S1,doi:10.1016/j.jval.2022.01.003,10.1016/j.jval.2022.01.003,2022,1,Comparison of preliminary EQ-HWB-S and EQ-5D-5L in US adults,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,RANDOMIZED,,,20180520,0,3,8,5,5,0
P9428c0ffdaf0:S1,doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,1,"EQ-HWB development stages 2 and 3: item generation, selection, and international face validation",INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | TRANSLATION_AND_CULTURAL_ADAPTATION,Australia | China | Germany | United Kingdom | United States,,CROSS_SECTIONAL,,NOT_APPLICABLE,NOT_APPLICABLE,SEQUENTIAL,20180010 | 20180060 | 20180080,2,6,11,13,4,2
P94878b957eaf:S1,doi:10.1186/s12955-026-02478-z,10.1186/s12955-026-02478-z,2026,1,"Qualitative face validity study of the proxy EQ-HWB-9 with informal caregivers of community-dwelling people with dementia in Germany, comparing 'today' and '7-day' recall periods",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Germany,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_GROUP,RANDOMIZED,,,,0,5,4,9,6,0
P94a68185cdbf:S1,doi:10.1007/s11136-021-03075-x,10.1007/s11136-021-03075-x,2022,1,Comparison of EQ-5D-5L discrete choice experiment (DCE) preference data from 11 Asian EQ-VT valuation studies,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON,China | Indonesia | Japan | Malaysia | Philippines | Singapore | South Korea | Taiwan | Thailand | Vietnam,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,NOT_APPLICABLE,,20180230,0,3,8,7,3,0
P951e7b451d9b:S1,doi:10.1007/s11136-021-02911-4,10.1007/s11136-021-02911-4,2022,1,Literature review of evidence on the relationship between PROMIS-29 and EQ-5D (3L and 5L),EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | MAPPING_OR_CROSSWALK | MEASUREMENT_PROPERTY_EVALUATION,Belgium | France | Germany | United Kingdom | United States,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,20190220,0,6,6,9,5,0
P954329dc1e0a:study_main,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1,2021,1,Comparison of online and face-to-face EQ-5D-5L cTTO valuation,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,,2,4,6,8,4,0
P95480ae61c78:study_main,doi:10.3390/children8100920,10.3390/children8100920,2021,1,Performance of TANDI in children aged 3 to 4 years,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20170540,2,3,10,8,4,1
P955a79621a42:S1,doi:10.1016/j.jval.2018.05.002,10.1016/j.jval.2018.05.002,2018,1,Four-arm randomized valuation experiment comparing EQ-5D-Y and EQ-5D-3L health state values by wording and perspective in four countries,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Germany | Netherlands | Spain | United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,RANDOMIZED,,,2014160,0,4,10,7,3,0
P9562cbd1e70a:s1,doi:10.1007/s40273-020-00909-3,10.1007/s40273-020-00909-3,2020,1,Development of the international EQ-5D-Y-3L valuation protocol,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Germany | Netherlands | Spain | United Kingdom,CONCEPTUAL,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,,,,5,7,14,8,5,1
P9571363025cd:study_1,doi:10.1016/j.jval.2024.05.009,10.1016/j.jval.2024.05.009,2024,1,Randomized within-person comparison of pits TTO and composite TTO for EQ-5D-5L health states,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,Singapore,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD | WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,1535-RA,2,3,12,6,3,1
P965a097c5477:study_egypt_5l,doi:10.1007/s40273-021-01100-y,10.1007/s40273-021-01100-y,2021,1,Egyptian EQ-5D-5L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUE_SET_DEVELOPMENT,Egypt,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,20180130,2,3,6,9,4,1
P9674a56f772e:S1,doi:10.1007/s40271-023-00655-6,10.1007/s40271-023-00655-6,2024,1,EQ-5D-5L self-report reliability in older aged care residents,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Australia,,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,CONVERGENT_PARALLEL,194-RA,2,5,10,7,5,1
P969da0fc473f:S1,doi:10.5502/ijw.v4i2.2,10.5502/ijw.v4i2.2,2014,1,"Prospective Outcomes of Injury Study (POIS) analysis of injury characteristics and 3-month EQ-5D as predictors of personal wellbeing 24 months after injury, New Zealand",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,,,2014190,0,5,3,5,5,0
P97053b7ae6d2:S1,doi:10.1007/s40273-025-01471-6,10.1007/s40273-025-01471-6,2025,1,Randomized evaluation of cTTO modifications for worse-than-dead states,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,1585-RA,4,3,6,8,5,0
P9707f08f56ac:S1,doi:10.1016/j.jval.2025.11.005,10.1016/j.jval.2025.11.005,2025,1,Fuzhou older-adult heatwave HRQoL cohort,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,China,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,,,1599-RA,0,3,7,7,5,0
P972fa7e33a1b:s1,doi:10.1016/j.vhri.2021.12.004,10.1016/j.vhri.2021.12.004,2022,1,Head-to-head measurement-property comparison of English EQ-5D-Y-3L and EQ-5D-Y-5L in South Africa,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,South Africa,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,20180730,0,2,16,7,3,0
P97c68f4df76b:S1,doi:10.1007/s11136-021-02899-x,10.1007/s11136-021-02899-x,2021,1,Development and testing of a cognitive bolt-on for the German EQ-5D-Y,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | MEASUREMENT_PROPERTY_EVALUATION,Germany,,,,,,,,3,7,22,13,7,2
P97f8c11078c8:S1,doi:10.1016/j.jval.2021.03.019,10.1016/j.jval.2021.03.019,2021,1,"Adult versus adolescent preferences for EQ-5D-Y-3L health states in Germany, Slovenia, and Spain",HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,Germany | Slovenia | Spain,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20180510,2,3,9,6,5,0
P9852d298513d:S1,doi:10.1186/s41687-020-00231-8,10.1186/s41687-020-00231-8,2020,1,"Collection, presentation, and use of EQ-5D in Swedish National Quality Registries",APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | OUTCOME_DESCRIPTION,Sweden,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,,0,5,5,7,5,0
P9865eed89bfc:S1,doi:10.3389/fpsyg.2023.1176204,10.3389/fpsyg.2023.1176204,2023,1,"Ozone therapy and anxiety, depression, and health status in patients with refractory symptoms",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Spain,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NONRANDOMIZED,,,,0,5,4,8,5,0
P989fa5e42194:S1,doi:10.1186/s12955-018-1036-2,10.1186/s12955-018-1036-2,2018,1,EQ-5D-5L population norms for urban China from valuation-study self-report data,POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,China,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,2012010,0,2,5,8,3,1
P98a61142a09a:study1,doi:10.1007/s40273-023-01264-9,10.1007/s40273-023-01264-9,2023,1,England 2017–2018 QALE inequality and EQ-5D-5L dimension decomposition study,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United Kingdom,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,123-RA,0,2,5,9,6,1
P994243e030ee:S1,doi:10.1016/j.socscimed.2019.112707,10.1016/j.socscimed.2019.112707,2019,1,"Development, testing and New Zealand application of an online PAPRIKA discrete choice tool for creating personal and social EQ-5D-5L value sets, including a binary search for states worse than dead",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,SEQUENTIAL,20180470,3,4,15,11,6,3
P9a4a442209d5:study_main,doi:10.1016/j.jval.2021.05.006,10.1016/j.jval.2021.05.006,2021,1,Validation of the EQ-5D-5L respiratory bolt-on in the Birmingham COPD Cohort Study,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,VARIABLE_SOURCE_TIME,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,20190850,0,8,10,8,4,0
P9a5473c34a9a:S1,doi:10.1016/j.jval.2025.04.2161,10.1016/j.jval.2025.04.2161,2025,1,Comparative psychometric performance of EQ-5D-Y-5L and EQ-5D-5L in Australian adolescents,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,330-PHD,0,4,12,8,3,0
P9b0dec239e5a:S1,doi:10.1007/s11482-022-10071-x,10.1007/s11482-022-10071-x,2022,1,Retrospective VCOR registry analysis of 30-day EQ-5D-3L quality of life after PCI in patients with and without prior CABG,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,2016250,0,1,6,7,5,0
P9b2241de5599:study_1,doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,1,Content validity of the modified Argentine Spanish EQ-HWB-9,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION,,,CROSS_SECTIONAL,WITHIN_PERSON,NOT_APPLICABLE,,EMBEDDED,1891-RA,3,5,10,7,2,0
P9b4818f6b5e2:S1,doi:10.1007/s11136-025-04090-y,10.1007/s11136-025-04090-y,2025,1,Longitudinal analysis of EQ-5D-5L HRQoL change between 2 and 3 years after COVID-19 in Dutch adults with post COVID-19 condition (CORFU/Long CORFU),HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NONRANDOMIZED,,,1569-RA,0,4,6,7,6,0
P9c72daab39ca:S1,doi:10.1016/j.jval.2017.10.023,10.1016/j.jval.2017.10.023,2017,1,Re-estimation of the Spanish EQ-5D-5L value set using hybrid interval regression handling C-TTO data quality issues,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Spain,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,,0,2,8,6,5,1
P9c96e44f6471:S1,doi:10.1186/s12955-020-01404-1,10.1186/s12955-020-01404-1,2020,1,Conventional and retrospective HRQL change after trauma,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,2016160,0,7,10,8,4,0
P9cd3ec6c2594:S1,doi:10.1007/s40273-022-01210-1,10.1007/s40273-022-01210-1,2022,1,Indonesian EQ-5D-Y-3L valuation study with expanded cTTO design (DCE anchored onto cTTO),VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Indonesia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,,NONRANDOMIZED,,,20180490,3,2,7,8,3,1
P9d17a8f5dd89:S1,doi:10.4102/ajod.v8i0.512,10.4102/ajod.v8i0.512,2019,1,"Cross-sectional community-based household surveys of disability prevalence and patterns in two under-resourced Western Cape communities (Nyanga and Oudtshoorn), South Africa",POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,NOT_APPLICABLE,,,0,2,7,7,5,0
P9d318250967a:S1,doi:10.1007/s10198-024-01714-x,10.1007/s10198-024-01714-x,2025,1,Psychometric evaluation of four EQ-5D cognition bolt-on items in China,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,China,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,20180160,2,8,12,7,4,2
P9d3658fc7c4e:study1,doi:10.1007/s10198-024-01682-2,10.1007/s10198-024-01682-2,2024,1,"Comparative measurement-property evaluation of EQ-5D-3L, EQ-5D-5L, and SF-6Dv2 in Chinese patients with late-onset Pompe disease",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,China,,,,,,,444-RA,2,5,10,7,4,0
P9d3c78d892bf:S1,doi:10.1186/s12955-023-02207-w,10.1186/s12955-023-02207-w,2023,1,Routine EQ-5D-5L evaluation of community rehabilitation services in Alberta,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,,3,2,6,9,8,0
P9d705ba2d740:study_main,doi:10.1177/0272989x261446644,10.1177/0272989x261446644,2026,1,Qualitative study of perceived EQ-5D-5L and bolt-on interactions during cTTO valuation,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Indonesia,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_CONTEXT,RANDOMIZED,NOT_APPLICABLE,EMBEDDED,1883-RA,4,10,6,7,7,1
P9dd5c72e946e:study_main,doi:10.1007/s11136-023-03509-8,10.1007/s11136-023-03509-8,2024,1,Time perspective profile and self-reported health on the EQ-5D-5L,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Hungary,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,,,461-RA,0,4,4,5,4,0
P9e58127963a6:S1,doi:10.1007/s11136-017-1683-5,10.1007/s11136-017-1683-5,2017,1,"Comparison of EQ-5D-5L composite TTO values from heart disease patients, cancer patients and the general population in Singapore",HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON,Singapore,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,,,2015220,0,6,6,5,6,0
P9eab1e7b13d8:S1,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,1,Psychometric comparison of EQ-5D-Y-3L and EQ-5D-Y-5L in Australian children and adolescents,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,,,,,,,361-RA,2,6,7,6,3,0
P9ec8c7eff099:S1,doi:10.3390/nu16162591,10.3390/nu16162591,2024,1,Change in alcohol consumption during the COVID-19 pandemic,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Italy | Netherlands | Sweden | United Kingdom | United States,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,460-RA,0,4,7,7,5,0
P9ef8ea3025fd:s1,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,1,Cross-cultural adaptation of the beta EQ-5D-Y-5L into Chichewa for Malawi,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY | TRANSLATION_AND_CULTURAL_ADAPTATION,Malawi,,,,,,SEQUENTIAL,20190200,3,7,4,7,3,1
P9f0302e5cab3:s1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,1,Added value of an itching item for EQ-5D-5L in long-term burn survivors,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,INSTRUMENT_DEVELOPMENT | MEASUREMENT_PROPERTY_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,20180330,0,4,12,7,5,1
P9f5e73c36b66:S1,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,1,Six-arm randomized experiment comparing severity-stratified and unstratified Bayesian efficient DCE designs for EQ-5D-5L valuation,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,2015300,0,2,8,4,5,0
P9f6695931355:S1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,1,Quality-adjusted life expectancy population norms for the English population based on EQ-5D-5L data from the Health Survey for England 2017-2018 and ONS life tables 2017-2019,POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | POPULATION_NORMS,United Kingdom,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,0,3,4,8,7,2
